Manufacturer,Model Name,CPU,RAM,GPU,Price
Lenovo,Thinkpad E570,Intel Core i5 7200U 2.5GHz,8GB,Nvidia GeForce 940MX,8998615.08
Toshiba,Portege X30-D-10L,Intel Core i7 7500U 2.7GHz,32GB,Intel HD Graphics 620,24888708
Asus,VivoBook Pro,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia GeForce GTX 1050,12004200
Acer,Aspire 5,AMD A10-Series 9620P 2.5GHz,8GB,AMD Radeon RX 540,5148468
Asus,Rog G752VL-UH71T,Intel Core i7 6700HQ 2.6GHz,24GB,Nvidia GeForce GTX 965M,11283948
Lenovo,Thinkpad X260,Intel Core i5 6200U 2.3GHz,8GB,Intel HD Graphics 520,9772308
Lenovo,Ideapad 520-15IKBR,Intel Core i7 8550U 1.8GHz,8GB,Intel UHD Graphics 620,7993018.8
HP,EliteBook 840,Intel Core i7 7600U 2.8GHz,8GB,Intel HD Graphics 620,15552108
Lenovo,ThinkPad 13,Intel Core i3 7100U 2.4GHz,8GB,Intel HD Graphics 620,8438508
Lenovo,ThinkPad L570,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,8100612
Asus,VivoBook E201NA,Intel Celeron Dual Core N3350 1.1GHz,4GB,Intel HD Graphics 500,3023280
HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Intel Core i5 7200U 2.5GHz,8GB,AMD Radeon 520,5504059.08
Lenovo,Yoga 920-13IKB,Intel Core i5 8250U 1.6GHz,8GB,Intel UHD Graphics 620,14218308
Lenovo,IdeaPad 320-14IAP,Intel Celeron Dual Core N3350 1.1GHz,4GB,Intel HD Graphics 500,2658708
Lenovo,Chromebook N23,Intel Celeron Dual Core N3060 1.6GHz,4GB,Intel HD Graphics 400,2356380
Lenovo,ThinkPad 13,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,8438508
Asus,ZenBook UX510UX-CN211T,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,10883808
Acer,Aspire A515-51G-59QF,Intel Core i5 8250U 1.6GHz,4GB,Nvidia GeForce MX150,5450796
HP,Envy 13-AB002nv,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,11764116
Lenovo,Legion Y520-15IKBN,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia GeForce GTX 1060,10216908
Dell,XPS 13,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,7993908
Acer,Aspire A515-51G,Intel Core i7 7500U 2.7GHz,4GB,Nvidia GeForce 940MX,5681988
Dell,Vostro 5568,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,7433712
Dell,Inspiron 5570,Intel Core i7 8550U 1.8GHz,16GB,AMD Radeon 530,10841482.08
Xiaomi,Mi Notebook,Intel Core i7 8550U 1.8GHz,16GB,Nvidia GeForce MX150,12448355.4
Asus,VivoBook E12,Intel Celeron Dual Core N3350 1.1GHz,2GB,Intel HD Graphics 500,2178540
HP,15-bs190od (i5-8250U/4GB/1TB/W10),Intel Core i5 8250U 1.6GHz,4GB,Intel UHD Graphics 620,4636911.24
Asus,ROG Zephyrus,Intel Core i7 7700HQ 2.8GHz,24GB,Nvidia GeForce GTX1080,26391456
HP,Probook 450,Intel Core i5 7200U 2.5GHz,8GB,Nvidia GeForce 930MX,7904988
Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX1050 Ti,13373568
Lenovo,Legion Y720-15IKB,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia GeForce GTX 1060,12439908
HP,Spectre X360,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,12439908
Dell,Latitude 5480,Intel Core i5 7300U 2.6GHz,8GB,Intel HD Graphics 620,11379359.16
HP,ProBook 440,Intel Core i3 6006U 2GHz,4GB,Intel HD Graphics 520,6126588
Dell,Inspiron 5770,Intel Core i5 8250U 1.6GHz,8GB,AMD Radeon 530,7904988
Lenovo,ThinkPad L470,Intel Core i5 6200U 2.3GHz,8GB,Intel HD Graphics 520,11915280
Lenovo,IdeaPad 320-15IKB,Intel Core i7 7500U 2.7GHz,4GB,Nvidia GeForce 920MX,7104708
Lenovo,IdeaPad 320-15ISK,Intel Core i3 6006U 2GHz,8GB,Nvidia GeForce 920MX,4081428
Dell,Inspiron 3567,Intel Core i5 7200U 2.5GHz,4GB,AMD Radeon R5 M430,5201820
Dell,Latitude 5580,Intel Core i5 7440HQ 2.8GHz,8GB,Intel HD Graphics 620,12244284
Dell,Alienware 17,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1070,26789550.84
Toshiba,Satellite Pro,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,7647120
Asus,Zenbook UX510UW-FI095T,Intel Core i7 7500U 2.7GHz,8GB,Nvidia GeForce GTX 960M,11550708
Mediacom,SmartBook Edge,Intel Celeron Quad Core N3450 1.1GHz,4GB,Intel HD Graphics 500,3281148
Asus,ROG Strix,Intel Core i5 7300HQ 2.5GHz,8GB,Nvidia GeForce GTX 1060,14662908
Dell,Latitude 5580,Intel Core i7 7600U 2.8GHz,8GB,Nvidia GeForce 930MX,12173148
Dell,Inspiron 5570,Intel Core i5 8250U 1.6GHz,8GB,AMD Radeon 530,7090569.72
HP,250 G6,Intel Pentium Quad Core N3710 1.6GHz,4GB,Intel HD Graphics 405,3547819.08
HP,Omen 15-ce006nv,Intel Core i7 7700HQ 2.8GHz,12GB,Nvidia GeForce GTX 1060,15996708
Lenovo,Thinkpad E470,Intel Core i7 7500U 2.7GHz,8GB,Nvidia GeForce 940MX,7638228
Dell,XPS 13,Intel Core i7 8550U 1.8GHz,8GB,Intel UHD Graphics 620,12439908
Dell,Vostro 5468,Intel Core i3 6006U 2GHz,4GB,Intel HD Graphics 520,6543356.04
HP,Envy 13-AB020nr,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,10181340
Acer,Aspire 7,Intel Core i5 7300HQ 2.5GHz,8GB,Nvidia GeForce GTX 1050,7095816
Asus,VivoBook X540YA-XX519T,AMD E-Series 7110 1.8GHz,4GB,AMD Radeon R2 Graphics,3103308
HP,ProBook 450,Intel Core i3 7100U 2.4GHz,4GB,Intel HD Graphics 620,6273306
Lenovo,ThinkPad E470,Intel Core i5 7200U 2.5GHz,4GB,Intel HD Graphics 620,6980220
Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,Intel Core i5 6200U 2.3GHz,4GB,Intel HD Graphics 520,4111216.2
HP,250 G6,Intel Core i3 6006U 2GHz,4GB,Intel HD Graphics 520,3530124
Lenovo,ThinkPad T570,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,15374268
Lenovo,IdeaPad 320-15ISK,Intel Core i3 6006U 2GHz,4GB,Intel HD Graphics 520,4437108
Dell,Latitude 5580,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,9932275.08
Dell,Alienware 17,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1070,23999508
HP,17-X047na (i3-6006U/8GB/1TB/W10),Intel Core i3 6006U 2GHz,8GB,Intel HD Graphics 520,4838581.8
HP,ProBook 470,Intel Core i7 7500U 2.7GHz,8GB,Nvidia GeForce 930MX,11381760
Asus,A541NA-GO342 (N3350/4GB/500GB/Linux),Intel Celeron Dual Core N3350 1.1GHz,4GB,Intel HD Graphics 500,1991808
Mediacom,SmartBook 130,Intel Atom x5-Z8350 1.44GHz,4GB,Intel HD Graphics,2267460
Lenovo,IdeaPad 320-17IKB,Intel Core i7 7500U 2.7GHz,6GB,Nvidia GeForce 940MX,8438508
HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,AMD A10-Series A10-9620P 2.5GHz,6GB,AMD Radeon 530,5058658.8
Dell,Vostro 3568,Intel Core i3 6006U 2GHz,4GB,AMD Radeon R5 M420,5494366.8
Acer,Spin SP111-31,Intel Celeron Dual Core N3350 2.0GHz,4GB,Intel HD Graphics 500,3103308
Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),Intel Core i3 7130U 2.7GHz,4GB,Intel HD Graphics 620,5601960
HP,EliteBook 1030,Intel Core M 6Y75 1.2GHz,16GB,Intel HD Graphics 515,17472780
Lenovo,Thinkpad P71,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia Quadro M620M,26667108
Asus,FX553VD-DM627T (i5-7300HQ/8GB/1TB,Intel Core i5 7300HQ 2.5GHz,8GB,Nvidia GeForce GTX 1050,7460388
Dell,XPS 13,Intel Core i5 8250U 1.6GHz,8GB,Intel UHD Graphics 620,14218308
Dell,Latitude 5580,Intel Core i5 7300U 2.6GHz,4GB,Intel HD Graphics 620,8527428
Fujitsu,Lifebook A557,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,6571188
Lenovo,IdeaPad 320-15IAP,Intel Pentium Quad Core N4200 1.1GHz,4GB,Intel HD Graphics 505,3058848
Lenovo,ThinkPad L470,Intel Core i5 7200U 2.5GHz,4GB,Intel HD Graphics 620,8803080
HP,ZBook 17,Intel Core i5 7440HQ 2.8GHz,8GB,Nvidia Quadro M1200,16547923.08
HP,14-am079na (N3710/8GB/2TB/W10),Intel Pentium Quad Core N3710 1.6GHz,8GB,Intel HD Graphics 405,3458988
HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,AMD A9-Series A9-9420 3GHz,6GB,AMD Radeon 530,5770908
Lenovo,Thinkpad E570,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,7380360
Lenovo,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),Intel Core i5 8250U 1.6GHz,4GB,Intel HD Graphics 620,6091020
Mediacom,SmartBook 141,Intel Atom x5-Z8350 1.44GHz,4GB,Intel HD Graphics,2214108
Toshiba,Tecra X40-D-10H,Intel Core i7 7500U 2.7GHz,16GB,Intel HD Graphics 620,16583580
Lenovo,IdeaPad Y910-17ISK,Intel Core i7 6820HK 2.7GHz,32GB,Nvidia GeForce GTX 1070,23679396
MSI,GT73VR Titan,Intel Core i7 7820HK 2.9GHz,16GB,Nvidia GeForce GTX 1070,24266268
Dell,Inspiron 3567,Intel Core i7 7500U 2.7GHz,8GB,AMD Radeon R5 M430,6660196.92
Mediacom,SmartBook Edge,Intel Celeron Quad Core N3450 1.1GHz,4GB,Intel HD Graphics 500,3458988
Dell,Latitude 5580,Intel Core i5 7300U 2.6GHz,8GB,Intel HD Graphics 620,8967759.84
HP,ProBook 430,Intel Core i3 7100U 2.4GHz,4GB,Intel HD Graphics 620,6393348
Dell,Latitude 5580,Intel Core i7 7600U 2.8GHz,16GB,Nvidia GeForce 930MX,13670471.88
Dell,Chromebook 11,Intel Celeron Dual Core N3060 1.6GHz,4GB,Intel HD Graphics 400,2623140
MSI,GT80S 6QE,Intel Core i7 6820HK 2.7GHz,16GB,Nvidia GeForce GTX 980M,20887308
HP,Omen 17-AN010nv,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1050,13320216
Lenovo,Thinkpad T460s,Intel Core i7 6600U 2.6GHz,12GB,Intel HD Graphics 520,14876316
Lenovo,Ideapad 320-15IKBR,Intel Core i7 8550U 1.8GHz,12GB,Intel HD Graphics 620,5415228
Asus,ROG Strix,Intel Core i5 7300HQ 2.5GHz,8GB,Nvidia GeForce GTX 1060,15738840
Asus,TP501UA-CJ131T (i5-7200U/8GB/1TB/W10),Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 520,6571188
Lenovo,IdeaPad 320-15ABR,AMD A12-Series 9720P 3.6GHz,12GB,AMD Radeon 530,8438508
Dell,Inspiron 3179,Intel Core M 7Y30 1.0GHz,4GB,Intel HD Graphics 615,5361876
Samsung,Notebook Odyssey,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1050,15107508
Lenovo,V320-17ISK (i3-6006U/4GB/500GB/FHD/No,Intel Core i3 6006U 2GHz,4GB,Intel HD Graphics 520,4703868
Lenovo,IdeaPad 110-15ISK,Intel Core i3 6100U 2.3GHz,8GB,Intel HD Graphics 520,4081428
Lenovo,ThinkPad Yoga,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,18006300
Lenovo,Thinkpad T470p,Intel Core i5 7300HQ 2.5GHz,8GB,Intel HD Graphics 630,13106808
Dell,Latitude 5289,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,14849640
Dell,Precision 3520,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia Quadro M620,15676596
HP,EliteBook 850,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,10839348
HP,ProBook 450,Intel Core i3 7100U 2.4GHz,4GB,Intel HD Graphics 620,5944124.16
Acer,Aspire 1,Intel Celeron Quad Core N3450 1.1GHz,4GB,Intel HD Graphics 500,2925468
MSI,Laptop MSI,Intel Core i7 6820HK 2.7GHz,16GB,Nvidia GeForce GTX 970M,19553508
Dell,Vostro 3568,Intel Core i3 6006U 2GHz,4GB,AMD Radeon R5 M420,4134780
MSI,GS63VR 7RF,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1060,20442708
Toshiba,Tecra Z50-C-144,Intel Core i7 6500U 2.5GHz,8GB,Intel HD Graphics 520,12439908
Lenovo,IdeaPad 310-15IKB,Intel Core i5 7200U 2.5GHz,6GB,Intel HD Graphics 620,5015088
Lenovo,Yoga 720-15IKB,Intel Core i7 7700HQ 2.8GHz,8GB,Intel HD Graphics 630,11550708
Acer,Swift SF114-31-P5HY,Intel Pentium Quad Core N3710 1.6GHz,4GB,Intel HD Graphics 405,3103308
Lenovo,Thinkpad P51,Intel Xeon E3-1535M v6 3.1GHz,32GB,Nvidia Quadro M2200M,43561908
Dell,Inspiron 7559,Intel Core i7 6700HQ 2.6GHz,16GB,Nvidia GeForce GTX 960<U+039C>,7816156.92
Dell,Vostro 3568,Intel Core i3 6006U 2.0GHz,4GB,Intel HD Graphics 520,3947158.8
Dell,Inspiron 3567,Intel Core i3 6006U 2.0GHz,4GB,Intel HD Graphics 520,3192228
Dell,Latitude 5580,Intel Core i5 7300U 2.6GHz,4GB,Intel HD Graphics 620,7727148
Asus,FX753VD-GC007T (i7-7700HQ/8GB/1TB,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia GeForce GTX 1050,10385856
Dell,Vostro 3568,Intel Core i5 7200U 2.5GHz,4GB,AMD Radeon R5 M420,5059548
HP,EliteBook 850,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,12350988
MSI,GT62VR 7RE,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1070,20165811.12
Acer,CB5-132T-C9KK (N3160/4GB/32GB/Chrome,Intel Celeron Quad Core N3160 1.6GHz,4GB,Intel HD Graphics 400,3370068
HP,ProBook 650,Intel Core i5 7300U 2.6GHz,8GB,Intel HD Graphics 620,9994608
Lenovo,ThinkPad T470,Intel Core i5 6200U 2.3GHz,8GB,Intel HD Graphics 520,13026780
Dell,Inspiron 5570,Intel Core i5 8250U 1.6GHz,4GB,AMD Radeon 530,6900192
Fujitsu,LifeBook A557,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,7104708
HP,EliteBook 850,Intel Core i5 6200U 2.3GHz,4GB,Intel HD Graphics 520,8287344
Lenovo,IdeaPad 320-15IKB,Intel Core i7 7500U 2.7GHz,8GB,Nvidia GeForce 920MX,7993908
Mediacom,SmartBook 140,Intel Atom x5-Z8350 1.44GHz,2GB,Intel HD Graphics,2125188
Lenovo,IdeaPad 320-15IKBN,Intel Core i5 7200U 2.5GHz,4GB,Intel HD Graphics 620,4161456
Asus,Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10),Intel Core i5 7200U 2.5GHz,6GB,Intel HD Graphics 620,5682076.92
Dell,XPS 15,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia GeForce GTX 1050,16183440
Asus,ZenBook 3,Intel Core i7 7500U 2.7GHz,16GB,Intel HD Graphics 620,16894800
Dell,Inspiron 7567,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1050 Ti,13151268
Lenovo,V330-15IKB (i5-8250U/4GB/256GB/FHD/W10),Intel Core i5 8250U 1.6GHz,4GB,Intel UHD Graphics 620,7371468
Lenovo,Ideapad 320-15ISK,Intel Core i3 6006U 2GHz,4GB,Nvidia GeForce 920MX,5148468
Asus,X541NA-GO414T (N3350/8GB/1TB/W10),Intel Celeron Dual Core N3350 1.1GHz,8GB,Intel HD Graphics 500,3547908
Asus,VivoBook Pro,Intel Core i5 7300HQ 2.5GHz,8GB,Nvidia GeForce GTX 1050,8061665.04
Dell,XPS 13,Intel Core i5 8250U 1.6GHz,8GB,Intel UHD Graphics 620,16619148
Lenovo,IdeaPad 100S-14IBR,Intel Celeron Dual Core N3060 1.6GHz,2GB,Intel HD Graphics 400,2214108
Lenovo,Thinkpad Yoga,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,15626978.64
Dell,XPS 15,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1050,21331908
Lenovo,Legion Y520-15IKBN,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia GeForce GTX 1050M,9861228
HP,17-AK091ND (A9-9420/8GB/1TB/W10),AMD A9-Series 9420 3GHz,8GB,AMD Radeon R5,4631842.8
Lenovo,ThinkPad X1,Intel Core i7 7500U 2.7GHz,16GB,Intel HD Graphics 620,21785400
Asus,ROG GL553VE-FY022,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia GeForce GTX 1050 Ti,10394748
Acer,Extensa EX2540,Intel Core i3 6006U 2GHz,4GB,Intel HD Graphics 520,4001400
Lenovo,IdeaPad 100S-14IBR,Intel Celeron Dual Core N3060 1.6GHz,4GB,Intel HD Graphics,2436408
Acer,Swift 3,Intel Core i5 7200U 2.5GHz,8GB,Intel Graphics 620,8171748
Razer,Blade Pro,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1060,23110308
Toshiba,Portege Z30-C-16J,Intel Core i5 6200U 2.3GHz,8GB,Intel HD Graphics 520,10785996
Lenovo,Thinkpad X270,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,14084928
Asus,ROG G701VI,Intel Core i7 6820HK 2.7GHz,32GB,Nvidia GeForce GTX 1080,24888708
Acer,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce,Intel Core i5 7300HQ 2.5GHz,8GB,Nvidia GeForce GTX 1050,6304428
Dell,XPS 13,Intel Core i5 8250U 1.6GHz,8GB,Intel UHD Graphics 620,12892510.8
MSI,GL62M 7REX,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia GeForce GTX 1050 Ti,10597485.6
HP,250 G6,Intel Core i3 6006U 2GHz,4GB,Intel HD Graphics 520,3244690.8
Toshiba,Tecra A50-D-11M,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,9461088
Dell,Inspiron 5570,Intel Core i7 8550U 1.8GHz,8GB,AMD Radeon 530,8171748
Dell,Inspiron 5570,Intel Core i7 8550U 1.8GHz,16GB,AMD Radeon 530,10092420
Lenovo,IdeaPad Y700-15ISK,Intel Core i7 6700HQ 2.6GHz,8GB,Nvidia GeForce GTX 960,10634832
Dell,Alienware 17,Intel Core i7 7700HQ 2.8GHz,32GB,Nvidia GeForce GTX 1070,27986414.04
Dell,Latitude E7470,Intel Core i5 6300U 2.4GHz,8GB,Intel HD Graphics 520,10928268
Lenovo,Ideapad 320-15IAP,Intel Celeron Dual Core N3350 1.1GHz,4GB,Intel HD Graphics 500,3725748
Lenovo,IdeaPad 320-15ISK,Intel Core i5 6200U 2.3GHz,4GB,Intel HD Graphics 520,4757220
HP,15-ay047nv (i3-6006U/6GB/1TB/Radeon,Intel Core i3 6006U 2GHz,6GB,AMD Radeon R5 M430,4792788
MSI,GP72VR Leopard,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia GeForce GTX 1060,13220358.84
Toshiba,Satellite Pro,Intel Core i3 6100U 2.1GHz,4GB,Intel HD Graphics 520,4428216
Dell,Latitude 3580,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,8491860
HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Intel Core i7 7500U 2.7GHz,8GB,AMD Radeon 530,6624540
Toshiba,Tecra Z50-D-10E,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,11186136
Acer,Aspire 3,Intel Core i3 6006U 2GHz,4GB,Intel HD Graphics 520,3663504
Microsoft,Surface Laptop,Intel Core i7 7600U 2.8GHz,8GB,Intel Iris Plus Graphics 640,16608922.2
Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Intel Core i5 7200U 2.5GHz,8GB,AMD Radeon R5 M430,7273211.4
Lenovo,Yoga 720-13IKB,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,9194328
Lenovo,IdeaPad 320-15AST,AMD E-Series E2-9000 2.2GHz,4GB,AMD Radeon R2 Graphics,3103308
HP,Pavilion X360,Intel Core i3 7100U 2.4GHz,4GB,Nvidia GeForce 940MX,6215508
MSI,GP62 7RDX,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1050,11506248
Asus,Zenbook 3,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,10092420
HP,Chromebook X360,Intel Celeron Dual Core N3350 1.1GHz,8GB,Intel HD Graphics 500,4401540
LG,Gram 15Z975,Intel Core i7 8550U 1.8GHz,8GB,Intel HD Graphics 620,20442708
Acer,Aspire VX5-591G,Intel Core i5 7300HQ 2.5GHz,16GB,Nvidia GeForce GTX 1050 Ti,11550708
MSI,GV62M 7RD,Intel Core i5 7300HQ 2.5GHz,8GB,Nvidia GeForce GTX 1050,8873326.8
Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Intel Celeron Dual Core N3350 1.1GHz,4GB,Intel HD Graphics 500,3725748
Dell,Alienware 15,Intel Core i5 7300HQ 2.5GHz,16GB,Nvidia GeForce GTX 1060,18237492
HP,17-bs000nv I3,Intel Core i3 6006U 2GHz,4GB,AMD Radeon R5 520,6215508
Lenovo,Yoga 730,Intel Core i7 8550U 1.8GHz,8GB,Intel UHD Graphics 620,13329108
Dell,Alienware 15,Intel Core i7 7820HK 2.9GHz,16GB,Nvidia GeForce GTX 1070,25019865
HP,250 G6,Intel Core i5 7200U 2.5GHz,4GB,AMD Radeon 520,5447328.12
Dell,Inspiron 3567,Intel Core i3 6006U 2GHz,4GB,AMD Radeon R5 M430,4852097.64
HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,AMD A10-Series 9600P 2.4GHz,6GB,AMD Radeon R7 M440,5059548
Lenovo,V110-15ISK (3855U/4GB/500GB/W10),Intel Celeron Dual Core 3855U 1.6GHz,4GB,Intel HD Graphics 510,2827656
Acer,Chromebook 14,Intel Celeron Dual Core 3855U 1.6GHz,4GB,Intel HD Graphics 510,3334500
Lenovo,IdeaPad 520s-14IKB,Intel Core i5 7200U 2.5GHz,4GB,Intel HD Graphics 620,6215508
HP,ZBook 17,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia Quadro M1200,16965847.08
Lenovo,ThinkPad X1,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,23030280
Toshiba,Satellite Pro,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,8651916
Acer,TravelMate B117-M,Intel Celeron Dual Core N3050 1.6GHz,4GB,Intel HD Graphics,2391948
Lenovo,Yoga 910-13IKB,Intel Core i7 7500U 2.7GHz,16GB,Intel HD Graphics 620,15552108
Asus,Chromebook Flip,Intel Core M M3-6Y30 0.9GHz,4GB,Intel HD Graphics 515,5948748
Toshiba,Portege Z30T-C-133,Intel Core i7 6500U 2.5GHz,16GB,Intel HD Graphics 520,16690284
HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Intel Core i7 7500U 2.7GHz,4GB,AMD Radeon 530,6126588
Dell,Inspiron 5577,Intel Core i5 7300HQ 2.5GHz,8GB,Nvidia GeForce GTX 1050,7282548
Lenovo,IdeaPad 320-15AST,AMD A9-Series 9420 2.9GHz,4GB,AMD Radeon 530,3547908
Lenovo,IdeaPad 320-15ABR,AMD A12-Series 9720P 3.6GHz,8GB,AMD Radeon R7,3814668
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Intel Core i5 7200U 2.5GHz,4GB,Intel HD Graphics 620,5525933.4
Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Intel Core i3 6006U 2GHz,4GB,Intel HD Graphics 520,4001400
Dell,Vostro 5568,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,7069140
Acer,Spin 5,Intel Core i5 8250U 1.6GHz,8GB,Intel UHD Graphics 620,8883108
Lenovo,ThinkPad P51s,Intel Core i7 6500U 2.5GHz,16GB,Nvidia Quadro M520M,16494660
Lenovo,Thinkpad T460p,Intel Core i5 6300HQ 2.3GHz,8GB,Intel HD Graphics 520,10590372
HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,AMD A10-Series 9620P 2.5GHz,6GB,AMD Radeon 530,5824348.92
Lenovo,Legion Y520-15IKBN,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia GeForce GTX 1050 Ti,11106108
Dell,Latitude 5480,Intel Core i5 7440HQ 2.8GHz,8GB,Nvidia GeForce 930MX,9683388
Dell,Vostro 5568,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,6455592
Asus,VivoBook E403NA,Intel Celeron Dual Core N3350 1.1GHz,4GB,Intel HD Graphics 500,2649816
Dell,Latitude 5580,Intel Core i5 7300U 2.6GHz,16GB,Intel HD Graphics 620,12685860.72
Lenovo,Thinkpad E470,Intel Core i5 7200U 2.5GHz,8GB,Nvidia GeForce 920MX,7621066.44
Dell,Latitude 5580,Intel Core i5 7300U 2.6GHz,8GB,Intel HD Graphics 620,10483668
Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),AMD A6-Series 7310 2GHz,4GB,AMD Radeon R4,2649816
Mediacom,Smartbook 142,Intel Atom Z8350 1.92GHz,4GB,Intel HD Graphics 400,2356380
HP,ProBook 470,Intel Core i7 7500U 2.7GHz,8GB,Nvidia GeForce 930MX,10670400
Lenovo,ThinkPad X1,Intel Core i7 6500U 2.5GHz,8GB,Intel HD Graphics 520,14997602.88
HP,Pavilion X360,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,7439047.2
Lenovo,ThinkPad T470s,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,13329108
Dell,Alienware 17,Intel Core i7 7700HQ 2.8GHz,32GB,Nvidia GeForce GTX 1070,32539384.8
MSI,GL72M 7REX,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia GeForce GTX 1050 Ti,11990684.16
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Intel Core i5 7200U 2.5GHz,4GB,Intel HD Graphics 620,4356190.8
Dell,Inspiron 5570,Intel Core i5 8250U 1.6GHz,8GB,AMD Radeon 530,6393348
Dell,Inspiron 5378,Intel Core i3 7100U 2.4GHz,4GB,Intel HD Graphics 620,5770908
Dell,Inspiron 5567,Intel Core i5 7200U 2.5GHz,8GB,AMD Radeon R7 M445,5242011.84
HP,15-BW037na (A9-9420/4GB/1TB/Radeon,AMD A9-Series 9420 3GHz,4GB,AMD Radeon 520,4348188
Acer,Predator 17,Intel Core i7 6700HQ 2.6GHz,16GB,Nvidia GeForce GTX 1060,17206020
Dell,Inspiron 3567,Intel Core i5 7200U 2.5GHz,12GB,Intel HD Graphics 620,5770908
